Protocol Type,syn_flag_number,syn_count,Srate,Weight,Min,Max,DHCP,psh_flag_number,HTTP,Predicted Attack Category
1.0,0.0,0.0,156.77472,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,55.407566,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.22,1.42,17.106386,141.5,65.25,74.8,0.0,0.24,0.0,Normal
6.0,0.89,1.7,7.35494,141.5,56.44,57.2,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,13487.839,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.05,0.19,24.186958,141.5,60.1,1142.0,0.0,0.33,0.0,Normal
17.0,0.0,0.0,16832.248,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,22248.002,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.11,0.0,0.0,62.149162,141.5,54.0,57.38,0.0,0.0,0.0,Normal
6.0,1.0,1.96,0.79361176,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,25049.748,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2.49867,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,14.399444,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,178481.02,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.11,0.69,1.75,6.9815855,141.5,54.44,61.53,0.0,0.0,0.0,Normal
6.0,0.96,1.65,38.999584,141.5,56.38,57.2,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,20351.797,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,7.5149364,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19990.361,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.6138186,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16935.28,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.35,0.0,0.0,1181.7738,141.5,71.06,405.0,0.0,0.01,0.0,Normal
6.0,0.6,1.0,34.478584,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.6,1.24,268.58182,141.5,57.4,61.28,0.0,0.01,0.0,Normal
6.0,0.0,0.0,57.22474,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,173.5227,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,835.9623,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,24912.746,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,146.78163,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.44,1.4,39.589375,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,5.742858,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.700229,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.25,0.0,0.0,140.39711,141.5,42.47,47.03,0.0,0.0,0.0,Normal
1.0,0.0,0.0,43.30051,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16919.66,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,68759.08,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,80659.695,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,86480.49,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17107.994,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,4877.0977,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,84.63425,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,272592.4,141.5,50.0,116.75,0.0,0.0,0.0,DoS-UDP
6.0,1.0,1.0,10.950909,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,16031.692,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,14.185093,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,2.3334785,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.6,1.42,38.73388,141.5,54.0,54.28,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,0.8106432,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,333330.5,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.16,0.0,0.0,163.84741,141.5,42.0,45.62,0.0,0.0,0.0,Normal
1.0,0.0,0.0,590.01434,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17866.074,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,16000.269,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17850.852,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,23307.41,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.33,0.58,1.94,9.901907,141.5,54.0,187.5,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16088.6875,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,17.185192,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,138.11343,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.09,1.99,7.8549204,141.5,55.9,76.8,0.0,0.07,0.0,Normal
17.0,0.0,0.0,16997.396,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,1.9047397,244.6,66.0,111.0,0.0,0.5,0.0,Normal
17.0,0.0,0.0,19017.021,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2.3834567,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,55788.34,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,173.84239,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,148.5437,38.5,54.0,54.0,0.0,0.0,0.0,Recon-Scan
17.0,0.0,0.0,11790.539,141.5,50.0,50.6,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.6513181,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,2.1959782,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.05,0.0,0.0,3.9874434,141.5,42.0,43.56,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.57114893,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,456.74658,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.7321576,141.5,54.0,54.0,0.0,0.0,0.01,Normal
6.0,0.0,0.0,75.86621,141.5,109.6,179.4,0.0,0.64,0.0,Normal
17.0,0.0,0.0,20201.266,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,72.74579,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,2.6374576,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
16.2,0.0,0.0,29226.635,141.5,50.6,55.6,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.63,21.470617,141.5,55.88,57.03,0.0,0.0,0.0,DDoS-SYN
6.22,0.0,0.0,68.758095,141.5,54.53,97.1,0.0,0.0,0.0,Normal
17.0,0.0,0.0,28371.574,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.2,1.52,10.456496,141.5,66.6,75.8,0.0,0.31,0.0,Normal
6.0,0.0,0.0,61.23871,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,24422.771,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,181.99913,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,3.96629,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18353.21,141.5,50.0,153.1,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,18478.947,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,43464.29,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,6.832323,244.6,58.0,58.0,0.0,0.0,0.0,Recon-Scan
1.0,0.0,0.0,104857.6,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.84,0.84,4764.842,141.5,55.28,63.44,0.0,0.08,0.0,Normal
6.0,0.0,1.66,18.298698,141.5,174.0,959.0,0.0,0.29,0.0,Normal
17.0,0.0,0.0,18220.152,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.28,1.17,11.58267,141.5,66.3,73.4,0.0,0.25,0.0,Normal
6.0,1.0,1.0,6.530651,141.5,54.0,54.7,0.0,0.0,0.0,Normal
6.0,0.0,0.0,8.771007,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,28413.775,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,21505.799,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,71089.9,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17947.406,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,7.6239834,244.6,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.98,1.21,56.66109,141.5,54.03,55.6,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,0.6686269,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,6.7322636,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,151.0583,141.5,42.0,42.0,0.0,0.0,0.0,Normal
16.84,0.0,0.0,20915.09,141.5,50.0,50.2,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,2.0,0.56915146,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,94.0256,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.33,2.02,8.953838,141.5,57.0,75.7,0.0,0.14,0.0,Normal
6.0,0.0,0.0,26.37927,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.14,1.92,10.688401,141.5,58.3,78.0,0.0,0.11,0.0,Normal
6.0,1.0,2.0,0.31361666,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,43464.29,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
15.68,0.0,0.0,20828.725,141.5,50.0,94.94,0.0,0.06,0.0,DoS-UDP
6.0,0.0,0.0,0.6054497,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,76959.7,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.23,2.21,8.37657,141.5,57.7,77.9,0.0,0.24,0.0,Normal
17.0,0.0,0.0,17502.717,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,4.007177,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21024.404,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,17766.193,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
16.84,0.0,0.0,13876.741,141.5,50.0,54.75,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,2.0,0.5542777,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,20273.8,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,28736.832,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,47.09029,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,3.3303695,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,18923.492,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.1,0.0,0.04,88.20222,141.5,42.0,46.8,0.0,0.01,0.0,Normal
6.0,0.0,0.0,104.89431,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17065.152,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2.6617737,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,10379.569,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,4.0040045,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18360.73,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
8.2,0.0,0.0,1.5702403,38.5,109.2,342.0,0.0,0.5,0.0,Normal
6.0,0.5,1.55,7.19304,141.5,55.38,56.47,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18259.812,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,21134.652,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.5,28.016443,38.5,60.0,137.1,0.0,0.6,0.0,Normal
6.0,1.0,1.63,14.445336,141.5,56.28,56.62,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,84.19634,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.04,1.83,10.674892,141.5,62.72,75.4,0.0,0.44,0.0,Normal
6.0,1.0,1.0,158.86914,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,0.7393266,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,1.9987805,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,6.6956363,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,4.0018053,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17348.943,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,27630.387,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,110376.42,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,302677.0,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
14.12,0.0,0.0,6746.415,141.5,52.6,55.4,0.0,0.0,0.0,DoS-UDP
6.0,0.01,0.02,113.97859,141.5,54.0,212.6,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18050.504,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
10.4,0.0,0.0,20.160126,38.5,70.5,283.5,0.0,0.3,0.0,Normal
1.0,0.0,0.0,178.81386,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19743.018,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,4.0074773,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,71089.9,141.5,42.0,42.0,0.0,0.0,0.0,Normal
5.4,0.0,0.0,2.033868,244.6,63.0,110.2,0.0,0.4,0.0,Normal
6.0,0.0,0.0,58.52428,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.18,1.57,30.33723,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.98,0.98,162.22475,141.5,54.0,54.47,0.0,0.0,0.0,Normal
1.0,0.0,0.0,422.02585,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21526.66,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.23,2.0,6.556186,141.5,54.8,54.9,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
7.1,0.0,0.0,1.5814455,38.5,68.2,761.0,0.0,0.5,0.0,Normal
6.0,0.21,1.37,10.819161,141.5,62.84,73.56,0.0,0.15,0.0,Normal
17.0,0.0,0.0,11682.986,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.11,0.79,1.57,23.015116,141.5,55.28,61.5,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21979.307,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,27801.088,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.5347446,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,31.286144,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.71,1.67,6.5996003,141.5,54.47,56.44,0.0,0.0,0.0,Normal
6.11,0.0,0.0,2.2357974,141.5,54.0,86.3,0.0,0.0,0.0,Normal
6.0,0.96,1.26,14.136047,141.5,56.12,57.2,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,18880.982,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.26,1.14,47.271088,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,17456.355,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,452.60645,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.4916865,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,148.36794,38.5,54.0,54.0,0.0,0.0,0.0,Recon-Scan
6.0,0.0,0.0,58.598522,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.6413308,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,9.94356,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.4475689,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,73584.28,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,15118.836,141.5,51.75,84.8,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,28102.803,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,101.55824,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19321.062,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.55063933,244.6,66.0,118.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,71089.9,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.94,1.33,41.1901,141.5,54.8,55.3,0.0,0.0,0.0,DDoS-SYN
6.11,0.99,1.91,9.609189,141.5,54.25,55.72,0.0,0.0,0.0,Normal
17.0,0.0,0.0,25371.94,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.7052007,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,20211.389,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.25557423,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22573.38,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,18854.502,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.1,1.74,10.586822,141.5,60.75,76.06,0.0,0.25,0.0,Normal
17.0,0.0,0.0,20195.973,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,22417.717,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
8.56,0.01,0.21,2.0191965,141.5,63.34,186.9,0.0,0.36,0.0,Normal
6.0,0.3,1.7,7.4611125,141.5,54.38,56.7,0.0,0.0,0.0,Normal
6.0,0.0,0.0,131.24637,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,12298.538,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,23813.889,141.5,50.0,56.6,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,158.591,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.16,14.096174,141.5,54.16,55.28,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,51.63682,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.8,1.52,6.9219275,141.5,55.44,56.53,0.0,0.0,0.0,Normal
16.05,0.0,0.0,24703.133,141.5,50.0,52.6,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,21205.477,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,45.191032,244.6,54.0,54.0,0.0,0.0,0.0,Recon-Scan
17.0,0.0,0.0,21185.475,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,7.0083013,244.6,58.0,58.0,0.0,0.0,0.0,Recon-Scan
6.0,0.0,0.0,94.34014,141.5,54.0,54.0,0.0,0.0,0.0,Normal
15.56,0.0,0.0,12918.837,141.5,50.0,51.8,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,23921.887,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,7.883891,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,36.12774,141.5,42.0,42.0,0.0,0.0,0.0,Normal
4.4,0.0,0.0,117.52691,141.5,869.5,1204.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19833.113,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,56504.92,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,86480.49,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.18,1.82,6.661666,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,369.80402,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,81.05532,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.47401655,141.5,54.0,54.0,0.0,0.0,0.0,Normal
15.72,0.0,0.0,19198.342,141.5,50.0,53.2,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,24394.613,141.5,50.0,84.7,0.0,0.0,0.0,DoS-UDP
6.33,0.0,0.0,66.67907,141.5,54.0,149.9,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19156.473,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
16.36,0.0,0.0,28403.312,141.5,50.0,50.8,0.0,0.0,0.0,DDoS-UDP
6.11,0.99,1.98,7.240931,141.5,58.0,84.3,0.0,0.0,0.0,Normal
6.0,0.55,1.38,38.39469,141.5,54.4,55.28,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,151.78912,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.76,0.76,0.0,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.16,0.0,0.0,167.45383,141.5,42.0,47.22,0.0,0.0,0.0,Normal
1.0,0.0,0.0,3.9872804,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,62.49947,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16478.758,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,18419.463,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,55.165546,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,567423.94,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,373243.12,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,157.27092,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,161.51407,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,56.608475,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19160.781,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,1.4748245,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,4.016213,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.34,30.411278,141.5,56.12,57.0,0.0,0.0,0.0,DDoS-SYN
1.16,0.0,0.0,165.23871,141.5,42.0,52.62,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.58929694,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.36287487,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.65,1.35,2.0175202,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,19101.662,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.17,1.92,11.29299,141.5,58.44,73.9,0.0,0.12,0.0,Normal
17.0,0.0,0.0,26865.172,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,5050.336,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,31.590513,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19248.027,141.5,50.0,55.22,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,4.0002356,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,31678.684,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
6.0,1.0,1.0,10.435331,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,1765.2794,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,168.9481,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,6.2643905,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,37.609657,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,3.9854894,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,164.12315,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,29380.342,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
